,clause_text,clause_type
131,"Renewal Option. Provided Tenant is not in default under this Lease either as of the date of exercise or of the commencement date thereof, Tenant shall have the right and option to extend the Term of this Lease for one additional period of five (5) years (""Extended Term"") commencing immediately following the expiration of the original Term of this Lease. Tenant may only exercise this option by providing written notice to Landlord at least two hundred seventy (270) days prior to the expiration of the Term of the Lease. The Base Rent for the Extended Term shall be the greater of (i) $19.50 per annum, per square foot of Rentable Floor Area of Premises or the first year of the option period, or (ii) ninety-five percent (95%) of the market rate, as of the commencement date of the Extended Term, for space of similar size in the Building, as reasonably determined by Landlord. Landlord will notify Tenant, in writing, at least thirty (30) days prior to the commencement of the Extended Term of Landlord's reasonable determination of ninety-five (95%) of the then current market rate.",renewal_option_clause
132,"Renewal Option. Provided that Lessee is not in default under any of the terms and conditions of its lease Lessee shall have the option to renew this lease, for an additional period of three (3) years, on the same terms and conditions, except rent.Base rent for the renewal term shall be at the then reasonable market rate for comparable office space in Seattle. Lessee agrees to give Lessor notice of its intent to renew ninety (90) days prior to the expiration of the initial lease term.",renewal_option_clause
133,"Renewal Option. Provided that Tenant is in compliance with all of the terms and conditions of the Lease on the date Tenant gives written notice as provided below and thereafter through the commencement date of the extended term, and further provided that Tenant gives written notice to Landlord on or before January 31, 2002, time being of the essence, Tenant shall have the right to extend the term of this Third Amendment to Lease for a further term of five (5) years, from October 1, 2002, to September 30, 2007. This provision shall be contingent on Tenant occupying a substantial portion (51% or more) of the Demised Premises on the date Tenant gives written notice as provided above and on the commencement date of the extended term. Such extension shall be under the terms, covenants and conditions, including the fair market value Base Annual Rent then in effect for the length of the extended term, and a formula for Additional Rent which shall be agreed to by the parties. In no event, however, shall the Base Annual Rent for the extended term be less than the Base Annual Rent applicable to the last year of the previous Lease Term plus any Additional Rent applicable to said year pursuant to the provisions of Sections 1.5 and 2.2 of the Lease. If Landlord and Tenant fail to agree on such new terms, covenants and conditions, including the fair market value Base Annual Rent and a formula for Additional Rent for the extended term, by March 31, 2002, then Landlord shall have no further obligation to Tenant with respect to extension of the Lease Term.",renewal_option_clause
134,"Renewal Option. Provided that at the end of the primary renewal term of this Lease, Tenant not being in default of any term, condition or covenant contained in this Lease, Tenant (but not assignee or sublessee) shall have the right and option to renew this Lease by written notice delivered to Landlord no later than one hundred eighty (180) days prior to the expiration of the primary term, for the additional term of sixty (60) months, under the same terms, conditions and covenants contained herein except:",renewal_option_clause
135,"Renewal Option. Provided that no Event of Default has occurred and the -------------- applicable lease Schedule has not been earlier terminated, Lessee shall have the right at its option, upon not less than ninety (90) days and no more than 365 days written notice to Lessor prior to the Expiration Date, to renew all (but not less than all) of the Equipment subject to the applicable Equipment Schedule for a firm term renewal period not less than six months.",renewal_option_clause
136,"Renewal Option. Provided that no default exists under this Lease beyond applicable notice and cure periods at the time the applicable option to renew which is described below is exercised (the “Renewal Option”), Tenant shall have the right to extend the Initial Term for two (2) separate renewal periods of three (3) years each (each a “Renewal Period,” and collectively the “Renewal Periods”) commencing on the Expiration Date, upon the same terms and conditions as are contained in this Lease, except as hereinafter provided:",renewal_option_clause
137,"Renewal Option. So long as (i) no Default or Event of Default shall have occurred and be continuing under this Lease, (ii) Lessee has not exercised its purchase option pursuant to Section 23(a) hereof and (iii) this Lease has not been earlier terminated, Lessee will be entitled, at its option, to extend the Term of this Lease with respect to the Aircraft at the expiration of the Basic Term for an additional period. The length of such additional period will be as set forth on Schedule 2 (such additional period being hereinafter referred to as the “Renewal Term”). A Renewal Term will commence at the expiration of the Basic Term. Lessee’s option to renew this Lease for a Renewal Term will be exercisable by giving written notice to Lessor at least ninety (90) but not more than one hundred eighty (180) days prior to the expiration of the Basic Term. All provisions of this Lease will be applicable during the Renewal Term, except that, during the Renewal Term, the Basic Rent will be an amount equal to the Aircraft’s fair rental value, which will be determined in accordance with Section 23(c) hereof. Such Basic Rent will be payable monthly, in advance or arrears, and on the same day of each month during the Renewal Term as, in each case, was applicable during the Basic Term. Such payment dates will be “Basic Rent Dates.”",renewal_option_clause
138,"Renewal Option. Subject to the conditions stated in this Section 1.3.2, Tenant shall have the option to extend this Lease for up to that number of additional terms specified in the summary of Basic Lease Terms preceding this Lease (each, a “Renewal Term”), each consisting of that number of months also specified in the summary of Basic Lease Terms preceding this Lease. Each such Renewal Term shall commence the day following expiration of, as applicable, the initial Term or the preceding Renewal Term, and shall be for a Base Rent determined pursuant to Section 2.1.2, and otherwise on and subject to all of the terms and conditions set forth in this Agreement. Tenant may exercise the option granted hereby by written notice to Landlord if, but only if, all of the following conditions are satisfied:",renewal_option_clause
139,"Renewal Option. Subject to the terms and provisions of this Section, Tenant, at its option, may extend the Term for the Premises (as extended hereunder) for one additional period of either for (a) 36 months after the expiration of the Term; or (b) 60 months after the expiration of the Term (as extended hereunder) (the “Expansion Premises Renewal Term”). To exercise the Expansion Premises Renewal Term, Tenant must deliver Notice of the exercise thereof (a “Expansion Premises Renewal Notice”) to Landlord no earlier than 12 months and no later than nine months prior to the Extension Expiration Date. During the Expansion Premises Renewal Term, all of the terms and provisions of the Lease will apply, except that (a) after the commencement of the Expansion Premises Renewal Term there will be no further right to renew the Lease, and (b) the Base Rent during the Expansion Premises Renewal Term for the Premises will be payable at the rate per square foot of Rentable Area in the Premises equal to the Fair Market Rent (as defined and as determined in accordance with the terms of the Lease set forth in Addendum No. 1); provided, however, that in determining Fair Market Rent, the parties shall also take into consideration the length on the renewal. Tenant will have no right to extend the Term, and Tenant’s Expansion Premises Renewal Notice will be ineffective, if a default under the Lease beyond any applicable notice or cure period exists at the time the Expansion Premises Renewal Notice is given or at the time the Expansion Premises Renewal Term is scheduled to commence. Any termination of the Lease terminates all rights under this Section. Any assignment or subletting by Tenant of the Lease or of all or a portion of the Premises terminates Tenant’s rights with respect to the Expansion Premises Renewal Term, unless Landlord consents to the contrary in writing at the time of such subletting or assignment. Tenant’s rights regarding the Expansion Premises Renewal Term may not be transferred separate and apart from Tenant’s interest in the Lease and/or the Premises.",renewal_option_clause
140,"Renewal Option. Tenant shall have the option to renew this Lease as to the Expansion Space for one (1) Renewal Term commencing December 1, 2005, and expiring March 31, 2010, which is the expiration date of the Lease Term for the original Premises. Such Renewal Term shall be subject to the provisions of the Lease and at the then current market rental rate for renewal leases in Class A office buildings in the Westshore Business District of Tampa, Florida, as such rental rate is reasonably determined by agreement of Landlord and Tenant or determined by the three-appraiser method described below if Landlord and Tenant cannot agree. Tenant shall exercise such Renewal Option by written notice to Landlord given no later than December 1, 2004. If Landlord and Tenant, acting in good faith, have not, within thirty (30) days after such exercise, executed a renewal amendment to the Lease which amendment states, inter alia, the rental rate applicable to the Expansion Space during the Renewal Term, then Landlord and Tenant shall each select a MAT appraiser who, in turn, shall select a third MAT appraiser. The three (3) appraisers shall determine by majorityaction the market rental rate for renewal leases in Class A office buildings in the Westshore Business District of Tampa, Florida. The determination of the three appraisers shall be binding on Landlord and Tenant and shall establish the rental rate for the Expansion Space during such Renewal Term. The above notwithstanding, the rental rate for the Expansion Space during the Renewal Term shall be no less than the average rental rate for the Expansion Space for the two (2) years of the Expansion Space Term immediately preceding the Renewal Term. Landlord and Tenant shall each bear the cost of the appraiser they selected and shall share equally the cost of the third appraiser. Tenant may exercise its option to renew and Tenant’s exercise of that option shall be effective only if, at the time of Tenant’s exercise and on the commencement date of any Renewal Term, the Lease is in full force and effect and Tenant is not in default under the Lease beyond any applicable cure period; provided that Tenant must, in any event, cure any then existing default within its applicable cure period or such exercise shall, at Landlord’s option, be deemed ineffective and null and void in its entirety. Upon exercise of the Renewal Option and determination of the rental rate, the Lease as to the Expansion Space shall be extended for the Renewal Term.",renewal_option_clause
141,"Renewal Option. Tenant shall have the right and option to extend the Building #3 Lease Term for the Building #3 Space only for two consecutive terms of six (6) months (each a “New Renewal Term”) to commence immediately following the expiration of the Building #3 Lease Term or the first New Renewal Term. Tenant may exercise the right to extend the Building #3 Lease Term for a New Renewal Term only by delivering to Landlord written notice of Tenant’s exercise of such right no less than three (3) months prior to the expiration date of the Building #3 Lease Term or the first New Renewal Term, if applicable, time being of the essence. The terms and conditions of the Building #3 Lease Term shall continue in full force and effect for each New Renewal Term and the monthly rental for each New Renewal Term, if applicable, shall continue at the same rental of $38,692.23. Notwithstanding the above, if Haemonetics Corporation itself is not in full possession of the Building #3 Space continually during the Building #3 Lease Term or the first New Renewal Term and at the commencement of each New Renewal Term, Landlord may at its option terminate the Building #3 Lease Term, as of the last day of the Building #3 Lease Term or the first New Renewal Term of the Lease.",renewal_option_clause
142,"Renewal Option. Tenant’s “Renewal Option” described in Section 4.4 of the Lease shall remain in full force and affect, except that the Renewal Option shall be for a five (5) year term (the “Renewal Term”).",renewal_option_clause
143,"Renewal Option. The Base Rent for the Option Period shall be adjusted by one hundred percent (100%) of the increase in the Consumer Price Index for All Urban Consumers U.S. City Average (All Items, 1982-1984=100) published by the Bureau of Labor Statistics for the U.S. Department of Labor (herein the ""CPI"") from January, 2002 to January 1, 2007. Because the CPI is published at a date after the commencement of the Option Period, the adjustment shall be calculated by Landlord as soon as it is available, and the Base Rental adjustment shall be retroactive to the first full month of the Option Period. In the event that Tenant exercises the Option, Tenant shall continue payment of the Base Rental in effect during the last month of the Term of the Lease until notified by Landlord. Upon receipt of such notice, Tenant shall commence payment of the new Base Rental and, in addition, shall pay to Landlord the difference between the new Base Rental and the Base Rental paid during each month of the Option Period prior to receipt of the notice. The calculation of Base Rental for the Option Period shall be done in the following manner: Multiply the month Base Rental in effect during year ten by a fraction, the numerator of which is the Index number for January, 2007 (the first month of the Option Period), and the denominator of which is the Index number for January, 2002, as follows: CPI for January 2007 $48,979.13 x CPI for January 2002 = Option Base Rental In no event shall the adjusted Base Rental for the Option Period be less than $48,979.13 per month.""",renewal_option_clause
144,Renewal Option. The Lessee shall have the right to renew this Lease for additional one (1) year term(s) upon the same terms and conditions contained herein provided that written notice stating an election to renew this Lease for the additional term is given in writing eleven (11) months prior to the expiration of the current term.,renewal_option_clause
145,"Renewal Option. The Renewal Option set forth in Article 28 of the Original Lease shall be applicable to the Additional Space, which shall be part of the Premises demised under the Lease for purposes of such Article 28.",renewal_option_clause
146,"Renewal Option. The Renewal Option set forth in Paragraph 6 of the First Amendment, as amended by Paragraph 9 of the Second Amendment shall continue to apply on the terms and conditions set forth therein with respect to the Suite 100A Premises and Suite 9500 Premises, except that (i) Tenant shall be entitled to two (2) consecutive options of four (4) years and nine (9) months with respect to the first Renewal Term and five (5) years with respect to the second Renewal Term to renew the Term with respect to the Suite 100A Premises and Suite 9500 Premises (each a “Renewal Term”), (ii) the Initial Renewal Notice with respect to the first Renewal Term must be delivered, if at all, no later than March 31, 2019 and no earlier than December 31, 2018, (iii) the Initial Renewal Notice with respect to the second Renewal Term must be delivered, if at all, no later than December 31, 2023 and no earlier than October 1, 2023, (iv) the first Renewal Term shall be one (1) additional period of four (4) years and nine (9) months commencing on April 1, 2020 and ending on December 31, 2024, (v) the second Renewal Term shall be one (1) additional period of five (5) years commencing on January 1, 2025 and ending on December 31, 2029.",renewal_option_clause
147,"Renewal Option. The Renewal Option set forth in Section 6 of the First Amendment shall apply on the terms and conditions set forth therein, except that (i) Tenant shall be entitled to two (2) consecutive options of five (5) years each to renew the Term (each a “Renewal Term”), (ii) the Initial Renewal Notice with respect to the first Renewal Term must be delivered, if at all, no later than December 31, 2018 and no earlier than October 1, 2018, (iii) the Initial Renewal Notice with respect to the second Renewal Term must be delivered, if at all, no later than December 31, 2023 and no earlier than October 1, 2023, (iv) the first Renewal Term shall be one (1) additional period of five (5) years commencing on January 1, 2020 and ending on December 31, 2024, (v) the second Renewal Term shall be one (1) additional period of five (5) years commencing on January 1, 2025 and ending on December 31, 2029, and (vi) the last sentence of Section 6.03 shall be deleted and the following shall be substituted: “Notwithstanding the foregoing, if Landlord and Tenant are unable to agree upon the Prevailing Market rate for the Premises within 30 days after the date Tenant provides Landlord with the Rejection Notice, the Prevailing Market rate for the Premises shall be established by appraisal in accordance with the procedure set forth in Exhibit A attached hereto.”. In addition to the foregoing, Tenant may, at the time Tenant delivers its Renewal Notice for either Renewal Term, notify Landlord that Tenant intends to exercise the Renewal Option respect to only a portion of the Premises then leased by Tenant; provided that if the portion of the Premises being renewed by Tenant results in Tenant leasing less than 3,000 square feet in any suite in Building 9, Tenant shall be responsible, at Tenant’s sole cost and expense, for the costs of all construction Landlord determines necessary, in Landlord’s sole discretion, to properly demise the portion of the Premises located in Building 9 being renewed by Tenant, and provided that the portion of the Premises being renewed must include all of Building 6.",renewal_option_clause
148,Renewal Option. The Tenant shall have the right to renew this Lease Agreement for an additional Four (4) five (5) Year Options beyond the initial 10-year term. The option shall commence provided the following conditions have been complied with:,renewal_option_clause
149,Renewal Option. The provisions of Article 12 of the Ninth Amendment are deemed to apply to Suite 500.,renewal_option_clause
150,"Renewal Option a) Tenant has the conditional right to extend the Term of the Lease for an additional term (the “Option Term”) of five (5) years beyond the initial Term at the Base Rent set forth in paragraph (b) below and upon the same terms and conditions set forth herein (except that there will be no further privilege of extension), provided that the following conditions are met:",renewal_option_clause
151,"Renewal Option. 12.11 RENEWAL OPTION. Tenant shall have the option to renew this Lease for an additional term of two (2) years from December 1, 1999 through November 30, 2001 (""Renewal Term""), by giving written notice to Landlord of the exercise of such option by June 1, 1999. The Renewal Term, if exercised, shall be upon the same terms and conditions as contained herein, except for Basic Rent. The base rental rate will be as follows: Months Monthly Base Rent Annual Base Rent 1-24 $21,780.00 $261,360.00",renewal_option_clause
152,"Renewal Option. 21.1. Sublandlord will cooperate with Subtenant, without the obligation to incur any costs, in Subtenant's efforts to secure a direct lease with Overlandlord after the Sublease Expiration Date.",renewal_option_clause
153,"Renewal Option. 5.(a) Multiple. In the event that Tenant has any multiple options to extend or renew this Lease, a later option cannot be exercised unless the prior option to extend or renew this Lease has been so exercised. 5.(b) Default. Tenant shall have no right to exercise any option, notwithstanding any language in the grant of the option to the contrary, while Tenant is in default hereunder, except that Tenant may exercise such option within the period provided by 5(c) below, which exercise shall not take effect if Tenant fails to cure such default within the period provided in Section 10. 5.(c) Lease Extension. Landlord hereby grants to Tenant the right and option to extend the Term for either, at Tenant’s sole option,",renewal_option_clause
154,Renewal Option. All rights or options to renew or extend the Lease Term previously granted to Tenant are hereby deleted in their entirety. Tenant is hereby granted one (1) option to extend the Extension Term for the Premises for an additional period of three (3) years in accordance with the provisions set forth below:,renewal_option_clause
155,"Renewal Option. Any and all renewal options presently set forth in the Lease, including, without limitation, the renewal option set forth in Exhibit F to the Lease, are hereby deleted in their entireties.",renewal_option_clause
156,"Renewal Option. Article 41, Section 41.01 shall be deleted and replaced with:",renewal_option_clause
157,Renewal Option. Article 44 of the Lease is hereby deleted in its entirety and the following is inserted in its place:,renewal_option_clause
158,Renewal Option. Article 44 of the Lease shall be deemed deleted in its entirety an substituted in lieu thereof shall be the following:,renewal_option_clause
159,Renewal Option. Article 49 of the Original Lease is hereby deleted in its entirety and the following inserted in its place and stead:,renewal_option_clause
160,"Renewal Option. Article 50 of the Lease, as amended by Paragraph 11 of the First Amendment, Paragraph 10 of the Second Amendment, Paragraph 12 of the Third Amendment and Paragraph 9 of the Fourth Amendment, shall be deleted in its entirety and in lieu thereof shall be inserted the following:",renewal_option_clause
161,"Renewal Option. Article III of the Lease is amended and supplemented to include a new Section 2 as follows: Provided Lessee is not in default beyond any applicable cure or grace periods under the Lease, Lessee shall have an option to extend the Initial Term for an additional five (5) years (the ""Renewal Term"") immediately following the expiration of the Initial Term set forth in Section 1 of this Article III. The Rent during the first twelve (12) months of the Renewal Term shall be in an amount equal to the Rent during the last twelve (12) months of the Initial Term, plus Four Thousand Three Hundred Thirty-Seven Dollars and Eighty-Five Cents ($4,337.85), and thereafter the Rent during the Renewal Term shall be increased on each anniversary of the Commencement Date of the Additional Premises by an additional Four Thousand Three Hundred Thirty-Seven Dollars and Eighty-Five Cents ($4,337.85). The terms and conditions of this Lease shall otherwise be applicable during the Renewal Term. As used hereinafter ""Term"" shall be deemed to refer to the Initial Term and the Renewal Term, if properly exercised hereunder.",renewal_option_clause
162,"Renewal Option. Article XXIII of the Underlying Lease grants Sublessor, as tenant, the option to extend the Term of the Lease, subject to and on the conditions set forth in said Article XXIII (the ""Renewal Option""). Sublessor hereby grants to Sublessee an option to cause Sublessor to exercise the Renewal Option, subject to the following:",renewal_option_clause
163,"Renewal Option. As additional consideration for the covenants of Tenant hereunder, Landlord hereby grants to Tenant an option (the “Option”) to extend the New Premises Lease Term for an additional term of five (5) years (the “Option Term”). The Option shall supersede any renewal options contained in the Original Lease. The Option shall apply only to the original space leased hereunder and shall be on the following terms and conditions:",renewal_option_clause
164,"Renewal Option. As long as Lessee is not then in default and has fulfilled each and every provision of this Lease, Lessee shall have the option, with written notice to Lessor by October 1, 1999, to extend this Lease for three additional years at the then market rent for comparable space in Gwinnett County, Georgia. This option is not assignable to another entity and is based on ""as is"" condition of the Premises.",renewal_option_clause
165,"Renewal Option. As long as Tenant has not defaulted in its obligations set forth in the Lease, Landlord grants Tenant, and Tenant only, the one time option to renew its Lease of the Premises for one (1) additional five (5) year term by giving Landlord two hundred eighty (280) days prior notice as to Tenant's desire to renew, and the execution of a Lease agreement by Landlord and Tenant within sixty (60) days of such notice at the then ""market rate.""",renewal_option_clause
166,"Renewal Option. As long as no Event of Default has occurred and is continuing and upon ninety (90) days prior written notice to Lessor, Lessee may extend the Base Term of this Schedule covering any or all of the Equipment for a mutually agreed upon renewal term. In such event, Lessee will pay as Base Rent during the extended period a mutually agreeable fair rental value not to exceed 20% of the Equipment amortized over the renewal term. Fair rental value will mean that rent a similarly situated Lessee would pay at retail. If the parties cannot mutually agree, then the Schedule will continue in full force and effect until terminated in accordance with its terms.",renewal_option_clause
167,"Renewal Option. As of the Effective Date, Tenant relinquishes, waives and releases all renewal and extension rights under the Lease, including, without limitation, under Paragraph VI of the Second Amendment of Lease.",renewal_option_clause
168,"Renewal Option. As of the Expansion Commencement Date, Tenant’s Renewal Option, as more particularly set forth in Section 21.24 of the Lease, shall apply to the Original Premises and the Additional Premises, and same is hereby ratified and confirmed and shall continue to remain in full force and effect throughout the remainder of the term of the Lease, as amended hereby.",renewal_option_clause
169,"Renewal Option. As of the Expansion Date, the Renewal Option set forth as Exhibit “F” attached to the Lease shall apply to the entire Premises (including Suite 400).",renewal_option_clause
170,"Renewal Option. As of the date hereof, (a) the defined term ""Initial Term"" recited in Section 30.01 of the Lease shall mean the seventeen (17) month period beginning on May 1, 2001 and ending on September 30, 2002 and (b) the defined term ""Renewal Term"" recited in Section 30.01 of the Lease shall mean the five (5) year period beginning on October 1, 2002 and ending on September 30, 2007.",renewal_option_clause
171,"Renewal Option. As provided in Section 2 of the Lease, Tenant currently has the option to renew the Original Term of the Lease for two (2) consecutive five (5) year Renewal Terms on the terms and conditions stated in said Section 2. Landlord and Tenant have agreed that, from and after the effective date of this First Amendment, Tenant shall have the option to renew the Original Term for three (3) consecutive five (5) year Renewal Terms. In that regard, Section 2 of the Lease is hereby deleted in its entirety and replaced with the following:",renewal_option_clause
172,"Renewal Option. Assuming no default has occurred, the Lessee may also elect to extend and renew the Lease for the Equipment beyond the completion of the Base Term, and subject to any Schedule, for an additional twelve (12) months by paying monthly rent as defined in the corresponding Schedule, or if no such amount is defined, then an amount equal to One Tenth (1/10) of the Fair Market Value. At the end of the Extension Term, Lessee may exercise the Return Option as described in Section 6(c), purchase the Equipment for Fair Market Value, or repeat this Renewal Option. If, at the end of the Extension Term, Lessee fails to elect to purchase the Equipment or exercise the Return Option, then the Lessee shall automatically be deemed to have elected to repeat this Renewal Option.",renewal_option_clause
173,"Renewal Option. At the City’s option and discretion, this Agreement may be extended on a month-to-month basis for up to but not exceeding an additional twelve (12) months. Any and all such extensions must be approved by the City Council by resolution and more than one month – but less than thirteen months – may be approved in the same resolution. In the event the City exercises this option, City shall pay MCVFD a fee of Two Thousand, Eight Hundred Sixty-Nine and 04/100 Dollars ($2,840.63) for the month of October 2020, and a monthly fee that increases by the amount of one percent (1%) for each additional extension month. [For example, the monthly fee for November 2020 would be $2,869.04, calculated as follows: $2,840.63 + ($2,840.63 x .001).] Payments under this Renewal Option section are due on or before the last day of each month duringany extension. City shall give MCVFD at least thirty (30) days’ notice of City’s exercise of this option.",renewal_option_clause
174,"Renewal Option. At the end of the Basic Term or the then applicable Renewal Term, as the case may be, provided that no Lease Default or Lease Event of Default shall have occurred and be continuing, Lessee shall have the option (each a ""Renewal Option"") to request that Lessor renew the term of this Lease for one or more periods (each, a ""Renewal Term"") of not less than one year or more than four years, less one day, provided, that Lessor shall have the right, in its sole discretion, to refuse to consent to any proposed Renewal Term.",renewal_option_clause
175,"Renewal Option. At the end of the initial term, the Lessee may renew this lease on the same terms and conditions as those set forth herein, for additional one (1) year periods, by sending the Lessor prior written notice to such effect up to six (6) months before the date the lease is to end. Should such prior notice not be received, the renewal option shall become null and void. If the option is exercised, a written addendum attesting to its validity and its details shall be set out in writing not later than the date this Lease terminates.",renewal_option_clause
176,"Renewal Option. At the expiration of the initial term hereof, this Lease may be renewed by Lessee for two additional terms of ( ) years each commencing the day following the expiration of the initial term hereof, upon the same terms and conditions herein; provided, however, the minimum monthly rent payable during such additional terms shall be established at the beginning of any renewal term. Lessee shall give Lessor at least 180 days written notice of Lessee’s election to exercise this renewal option.",renewal_option_clause
177,"Renewal Option. Attached as Exhibit A is a Renewal Option for the Premises. All prior Renewal Options with respect to the Premises are null and void.Fourth Amendment to Lease Page 2 JP-Corporate Place, LP / Intrusion, Inc. 7004442v2C",renewal_option_clause
178,"Renewal Option. Borrower shall have the option to extend the maturity of the Loan (the ""Renewal Option"") from the Original Maturity Date to the Extended Maturity Date. The Renewal Option is exercisable only as provided below and subject to satisfaction of the following conditions:",renewal_option_clause
179,"Renewal Option. By extending the Initial Term as provided for in this -------------- Amendment, Tenant has exercised Tenant's renewal option set forth in Rider 1 of the Lease. Therefore, Rider 1of the Lease is deleted in its entirety and replaced with the attached Rider 1, which is incorporated into this Amendment for all purposes.",renewal_option_clause
180,"Renewal Option. By providing nine (9) months' written notice, Tenant shall have an option to extend their Lease one (1) additional, five (5) year Lease Term under market terms and conditions. If the parties cannot agree on the market terms and conditions, the parties will arbitrate to resolve.",renewal_option_clause
181,"Renewal Option. CVWD shall have the unilateral option, at its sole discretion, to renew this Agreement and negotiate a revised price, if any, for no more than [INSERT NUMBER] additional one-year terms. If the parties are unable to reach an agreement, CVWD, at its sole discretion, will not move forward with the renewal option and shall re-bid the work. [USE THE PRECEDING LANGUAGE ONLY FOR MULTI-YEAR, OPTIONAL RENEWAL NOT TO EXCEED FOUR CONSECUTIVE YEARS; OTHERWISE, ALWAYS DELETE.]",renewal_option_clause
182,"Renewal Option. Chiroscience may request a one-time renewal of this Agreement for an additional one (1) year period, by written notice at least ninety (90) days [ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 406 of the Securities Act of 1933, as amended. 21 prior to the second anniversary of the Effective Date. Such renewal would provide for the delivery of a third year Diversity Library of up to [ * ] Compounds on a non-exclusive basis. The parties agree to negotiate the terms of any such renewal in good faith, but agree that such renewal terms would not include royalty provisions or milestones, or provide for more than a [ * ] increase in the cost per Compound and would reflect terms substantially similar to Sections 1, 2.1, 2.2, 2.5, 2.7, 3, 4, 6, 7, 8 and 9 (other than this Section 9.12), and Exhibits A, C, G of this Agreement. It being understood that Sections 3.2 and 3.3 will be modified to reflect the agreed upon cost per Compound and number of Compounds to be included in the third year Diversity Library.",renewal_option_clause
183,"Renewal Option. Client will have the option to renew this agreement upon the same terms and conditions, for another 1,000,000 members. The option will have to be exercised in writing within four (4) months of the launch of the Program.",renewal_option_clause
184,"Renewal Option. Commencing on the Effective Date of this Fifth Amendment, the Tenant shall have an option to renew the Lease for a three (3) year period. Accordingly, Section 41of the Original Lease is amended as follows.",renewal_option_clause
185,"Renewal Option. Company is hereby granted an option to renew this agreement for a further term of twenty-five (25) years from the effective date, on the same terms and conditions, except, if on each of the preceding five-year anniversaries the rate increase to the City's residential users equaled or exceeded ten percent (10%), whereby City may at its option renegotiate future five-year increases provided that the increase in any five-year period shall not exceed fifteen percent (15%). Company shall give City written notice of the exercise of the option not less than one (1) year prior to the end of the primary term.",renewal_option_clause
186,"Renewal Option. Concurrently with the execution of this Amendment, the Company shall grant Executive an option (the “Renewal Option”) to purchase 12,000,000 shares of the Company’s common stock at an exercise price of $0.02 per share. The Renewal Option shall vest according to the schedule set forth below, and will expire ten (10) years after the date of grant:",renewal_option_clause
187,Renewal Option. Defined in Section 48.A hereof.,renewal_option_clause
188,Renewal Option. Defined in Subsection 48.A. hereof.,renewal_option_clause
189,Renewal Option. Deleted.,renewal_option_clause
190,"Renewal Option. During the Extension Term, the Renewal Option set forth in Section 2 of Exhibit F to the Lease shall apply on the terms and conditions set forth therein, except that (i) all references therein to the “term” shall be deemed references to the “Extension Term” as defined herein, (ii) the time within which Tenant must notify Landlord of Tenant’s election to renew the Term is hereby amended and shall be given no later than October 31, 2013 and no earlier than August 1, 2013, and (iii) the Renewal Term shall be one (l) additional period of five (5) years commencing on November 1, 2014 and ending on October 31, 2019.",renewal_option_clause
191,"Renewal Option. During the Term and through any Extension Period, FARMERGY shall have the option, in its sole discretion, to extend the Term for successive one (1) year periods (each such period an ""Extension Period""). FARMERGY shall exercise its option to extend the Term by giving SNI written notice no later than sixty (60) days prior to the end of the Term or Extension Period thereof.",renewal_option_clause
192,"Renewal Option. Effective as of the Effective Date of this Agreement, the following is hereby inserted as a new Article XXXIX of the Lease: ARTICLE XXXIX – RENEWAL OPTION Section 39.01 Provided Tenant is not then in default under this Lease (beyond any applicable notice and grace period provided in the Lease for the cure thereof), Tenant shall have the option to renew this lease for one (1) additional five (5) year period (the “Renewal Term”), commencing on April 1, 2025 and ending on March 31, 2030, upon the following terms and conditions:",renewal_option_clause
193,"Renewal Option. Effective as of the Suite 970 Expansion Effective Date, the Renewal Option as set forth in Exhibit F of the Lease shall be applicable to the Suite 970 Expansion Space. Effective as of the Suite 960 Expansion Effective Date, the Renewal Option as set forth in Exhibit F of the Lease shall be applicable to the Suite 960 Expansion Space.",renewal_option_clause
194,"Renewal Option. Effective as of the date hereof, the following paragraph is added to the Lease as Paragraph 59:",renewal_option_clause
195,Renewal Option. Effective as of the date hereof; the Renewal Option referenced in the Summary Pages of the Lease is hereby modified and amended as follows:,renewal_option_clause
196,"Renewal Option. Effective as of the end of the Extended Term, Assignee shall have the right and option to renew the Lease as to the Extension Premises for two additional periods of five (5) years each on the terms set forth in Lease Addendum Number Three attached hereto as a part hereof. Assignee shall have no right to extend the Lease Term as to Suite 870.",renewal_option_clause
197,Renewal Option. Exhibit B to the First Amendment is hereby deleted replaced with the following:,renewal_option_clause
198,Renewal Option. Exhibit C to the First Amendment is hereby deleted from the Lease.,renewal_option_clause
199,"Renewal Option. Exhibit E of the Lease, entitled “Renewal Option”, shall remain in full force and effect during the Term as extended hereby.",renewal_option_clause
200,Renewal Option. Exhibit G to the Lease entitled “Option to Extend” is hereby amended to read as follows:,renewal_option_clause
201,Renewal Option. Exhibit G to the Original Lease shall remain in full force and effect; provided that the renewal Option shall not be applicable to the Surrendered Space.,renewal_option_clause
202,Renewal Option. Exhibit K to the Lease is hereby deleted in its entirety and replaced with the Exhibit K attached to this Fifth Amendment.,renewal_option_clause
203,"Renewal Option. For clarification purposes, Tenant shall retain its Renewal Option as defined in Paragraph 2.C. of the Addendum to the Original Lease; provided, however such Renewal Option shall apply to the entirety of the Premises, as amended in this Amendment.",renewal_option_clause
204,"Renewal Option. For purposes of clarity, the Renewal Option set forth in Section 45 of the Lease shall also include the Additional Premises.",renewal_option_clause
